canonical,meaning,summary,source_volume,source_headword
ましょう,A verb ending which indicates the first person’s volition or invitation in formal speech.,A verb ending which indicates the first person’s volition or invitation in formal speech.,Basic,ましょう
まだ,Someone or something is in some state he or it was in some time ago.,Someone or something is in some state he or it was in some time ago.,Basic,まだ
まま,An already given situation or condition remains unaltered.,An already given situation or condition remains unaltered.,Basic,まま
みる,Do something to see what it’s like or what will happen.,Do something to see what it’s like or what will happen.,Basic,みる
〜も（追加）,A particle which indicates that a proposition about the preceeding element X is also true when another similar proposition is true.,A particle which indicates that a proposition about the preceeding element X is also true when another similar proposition is true.,Basic,も
〜も（強調）,A marker which indicates emphasis.,A marker which indicates emphasis.,Basic,も (2)
〜も〜も,The repeated use of a particle meaning ‘also’ to list elements belonging to the same part of speech.,The repeated use of a particle meaning ‘also’ to list elements belonging to the same part of speech.,Basic,も~も
もう,Someone or something is no longer in the same state that he or it was in some time ago.,Someone or something is no longer in the same state that he or it was in some time ago.,Basic,もう
〜ものだ,The speaker presents some situation as if it were a tangible object.,The speaker presents some situation as if it were a tangible object.,Basic,もの（だ）
や,A coordinate conjunction that is used to list two or more items (nouns or noun phrases) in an inexhaustive fashion.,A coordinate conjunction that is used to list two or more items (nouns or noun phrases) in an inexhaustive fashion.,Basic,や
やはり,"An adverb indicating that the actual situation expectedly/anticipatively conforms to a standard based on past experience, comparison with other people, or common sense.","An adverb indicating that the actual situation expectedly/anticipatively conforms to a standard based on past experience, comparison with other people, or common sense.",Basic,やはり
〜ように（目的・結果）,Do something in such a way that ~.,Do something in such a way that ~.,Basic,ように (1)
〜ように（様態）,An adverbial form of ようだ,An adverbial form of ようだ,Basic,ように (2)
ように言う,Tell someone in such a way that he will do something.,Tell someone in such a way that he will do something.,Basic,ように言う
〜より（比較）,A particle which indicates that something/someone is being compared with something/someone.,A particle which indicates that something/someone is being compared with something/someone.,Basic,より (1)
〜より（起点）,A particle which indicates a set point in terms of space or time.,A particle which indicates a set point in terms of space or time.,Basic,より (2)
〜られる（自発・受身）,A state or an action cannot be controlled by someone or something.,A state or an action cannot be controlled by someone or something.,Basic,られる (1)
可能形,An auxiliary verb which indicates potential.,An auxiliary verb which indicates potential.,Basic,られる (2)
〜わ,A sentence final particle used in weak assertive or volitional sentences by a female speaker.,A sentence final particle used in weak assertive or volitional sentences by a female speaker.,Basic,わ (2)
〜を（目的語）,A particle which marks a direct object.,A particle which marks a direct object.,Basic,を (1)
〜を（経路）,A particle which indicates a space in/on/across/through/along which someone or something moves.,A particle which indicates a space in/on/across/through/along which someone or something moves.,Basic,を (2)
〜を（起点）,A particle that marks the location from which some movement begins.,A particle that marks the location from which some movement begins.,Basic,を (3)
〜を（感情の対象・原因）,A particle that marks the cause of some human emotion.,A particle that marks the cause of some human emotion.,Basic,を (4)
一番,A superlative marker.,A superlative marker.,Basic,一番・いちばん
〜下さい,An auxiliary verb which indicates a polite request.,An auxiliary verb which indicates a polite request.,Basic,下さい・ください
代わりに,Something (including an action) replaces something else.,Something (including an action) replaces something else.,Basic,代わりに・かわりに
分かる,"Can figure out (spontaneously) various facts –such as content, nature, value, meaning, cause, reason, result– about something whose existence is presupposed.","Can figure out (spontaneously) various facts –such as content, nature, value, meaning, cause, reason, result– about something whose existence is presupposed.",Basic,分かる・わかる
〜君,A suffix attached to the first or last name of a male equal or to the first or last name of a person whose status or rank is lower than the speaker’s.,A suffix attached to the first or last name of a male equal or to the first or last name of a person whose status or rank is lower than the speaker’s.,Basic,君・くん
堪らない,The speaker or whomever he empathises with cannot cope with a situation expressed by the て phrase.,The speaker or whomever he empathises with cannot cope with a situation expressed by the て phrase.,Basic,堪らない・たまらない
多い,(of quantity or number) a lot,(of quantity or number) a lot,Basic,多い・おおい
好きだ,Something or someone is what someone likes.,Something or someone is what someone likes.,Basic,好きだ・すきだ
嫌いだ,Something or someone is what someone does not like.,Something or someone is what someone does not like.,Basic,嫌いだ・きらいだ
少ない,Small in number of quantity.,Small in number of quantity.,Basic,少ない・すくない
〜屋,"A suffix attached to names of stores, inns and Japanese style restaurants or to persons engaged in certain occupations","A suffix attached to names of stores, inns and Japanese style restaurants or to persons engaged in certain occupations",Basic,屋・や
〜様,A suffix (originally meaning 'appearance') that indicates the speaker's/writer's politeness towards someone.,A suffix (originally meaning 'appearance') that indicates the speaker's/writer's politeness towards someone.,Basic,様・さま
毎,A prefix which means ‘every (unit of time)’.,A prefix which means ‘every (unit of time)’.,Basic,毎・まい
知る,Someone gets information from some outside source.,Someone gets information from some outside source.,Basic,知る・しる
聞こえる,Something is passively and spontaneously audiable.,Something is passively and spontaneously audiable.,Basic,聞こえる・きこえる
自分（共感視点）,A reflexive pronoun that refers (back) to a human subject with whom the speaker is empathising.,A reflexive pronoun that refers (back) to a human subject with whom the speaker is empathising.,Basic,自分・じぶん (1)
自分（対比）,"A reflexive pronoun that refers (back) to a human subject, the referent of which is contrasted with someone else.","A reflexive pronoun that refers (back) to a human subject, the referent of which is contrasted with someone else.",Basic,自分・じぶん (2)
要る,"Someone, something needs something","Someone, something needs something",Basic,要る・いる (3)
見える,Someone or something is passively/spontaneously visible.,Someone or something is passively/spontaneously visible.,Basic,見える・みえる
〜（の）上で,A compound particle that is used to express a preparatory action for a relatively important action.,A compound particle that is used to express a preparatory action for a relatively important action.,Intermediate,（の）上で
（の）代わりに,"An action/state that is expressed in the subordinate clause is balanced by another action/state expressed in the main clause, or something/someone that is replaced by something/someone else.","An action/state that is expressed in the subordinate clause is balanced by another action/state expressed in the main clause, or something/someone that is replaced by something/someone else.",Intermediate,（の）代わりに
〜ばかりか〜（さえ）,"A compound particle/conjunction which is used to connect two nouns or two sentences, the first of which is something normally expected and the second of which is something normally unexpected.","A compound particle/conjunction which is used to connect two nouns or two sentences, the first of which is something normally expected and the second of which is something normally unexpected.",Intermediate,~ばかりか~（さえ）
Imperative,Verb forms which indicate commands or requests.,Verb forms which indicate commands or requests.,Intermediate,Imperative
Rhetorical Question,A question which functions as a forceful statement with no expected response.,A question which functions as a forceful statement with no expected response.,Intermediate,Rhetorical Question
Vmasu,"A continuative form of a verb which means ""V and..."".","A continuative form of a verb which means ""V and..."".",Intermediate,Vmasu
Vmasu as a Noun,Vます used as a regular noun.,Vます used as a regular noun.,Intermediate,Vmasu as a Noun
〜あまり（過度の結果）,A conjunction which marks a cause that involves excessive action.,A conjunction which marks a cause that involves excessive action.,Intermediate,あまり
いかにも,An adverb that indicates the speaker/writer's emotive conviction.,An adverb that indicates the speaker/writer's emotive conviction.,Intermediate,いかにも
〜お〜だ,A phrase which expresses the speaker's respect for someone when describing that person's action or state.,A phrase which expresses the speaker's respect for someone when describing that person's action or state.,Intermediate,お~だ
〜お〜下さい,A phrase which expresses a highly polite request.,A phrase which expresses a highly polite request.,Intermediate,お~下さい
おり,Vます of the auxiliary verb おる.,Vます of the auxiliary verb おる.,Intermediate,おり
〜か〜か,A structure to mark two choices or possibilities about which the speaker/writer is not sure.,A structure to mark two choices or possibilities about which the speaker/writer is not sure.,Intermediate,か~か
かえって,Contrary to one's expectation an opposite result comes about.,Contrary to one's expectation an opposite result comes about.,Intermediate,かえって
〜がたい,An auxiliary adjective which expresses the idea that for someone to do something is virtually impossible or impossible.,An auxiliary adjective which expresses the idea that for someone to do something is virtually impossible or impossible.,Intermediate,がたい
〜がち,A suffix to express an undesirable tendency in someone or something.,A suffix to express an undesirable tendency in someone or something.,Intermediate,がち
かと言うと,A conjunction to indicate the speaker's assertion that a popular belief is not right.,A conjunction to indicate the speaker's assertion that a popular belief is not right.,Intermediate,かと言うと
〜かな（自問）,A sentence-final particle that indicates a self-addressed question or a question addressed to an in-group member.,A sentence-final particle that indicates a self-addressed question or a question addressed to an in-group member.,Intermediate,かな
〜かねる,An auxiliary expressing that someone cannot do something even if s/he wants to do it.,An auxiliary expressing that someone cannot do something even if s/he wants to do it.,Intermediate,かねる
〜から〜にかけて,A structure that expresses coverage from one time/location into the other.,A structure that expresses coverage from one time/location into the other.,Intermediate,から~にかけて
〜から〜に至るまで,A structure that expresses a wide range of things.,A structure that expresses a wide range of things.,Intermediate,から~に至るまで
からと言って,"A conjunction which introduces the reason for someone's action or for someone's having some idea, and conveys disapproval of the action or idea.","A conjunction which introduces the reason for someone's action or for someone's having some idea, and conveys disapproval of the action or idea.",Intermediate,からと言って
〜かろう,An auxiliary indicating the writer's conjecture which is not based on any particular information or evidence.,An auxiliary indicating the writer's conjecture which is not based on any particular information or evidence.,Intermediate,かろう
く,A continuative form of an い-type adjective.,A continuative form of an い-type adjective.,Intermediate,く
くせに,"A conjunction which expresses the speaker's contempt, anger, or disagreement about someone's action, behaviour, or state.","A conjunction which expresses the speaker's contempt, anger, or disagreement about someone's action, behaviour, or state.",Intermediate,くせに
こうした,A demonstrative which refers to someone or something mentioned as an example in previous discourse.,A demonstrative which refers to someone or something mentioned as an example in previous discourse.,Intermediate,こうした
〜こそ,"A particle which emphasizes a word, phrase, or clause.","A particle which emphasizes a word, phrase, or clause.",Intermediate,こそ
〜こと（命令）,An auxiliary noun to express a command.,An auxiliary noun to express a command.,Intermediate,こと
〜ことで,A compound particle which indicates a means or a cause.,A compound particle which indicates a means or a cause.,Intermediate,ことで
〜ことによる,A phrase which is used to present an event as the cause of something.,A phrase which is used to present an event as the cause of something.,Intermediate,ことによる
〜ことはない,A phrase which expresses the idea that there is no need to do something or that there is no possibility of doing something.,A phrase which expresses the idea that there is no need to do something or that there is no possibility of doing something.,Intermediate,ことはない
この,A demonstrative adjective which indicates a time or time period around the moment of speech.,A demonstrative adjective which indicates a time or time period around the moment of speech.,Intermediate,この
〜さ（終助詞）,A sentence final particle used in highly informal speech by male speakers to express different degrees of assertion ranging from a light touch comment up to opposition or imposition.,A sentence final particle used in highly informal speech by male speakers to express different degrees of assertion ranging from a light touch comment up to opposition or imposition.,Intermediate,さ
さえ,"An emphatic particle which expresses the idea of ""even"" in non-conditional clauses (or sentences) or the idea of ""only"" in conditional clauses.","An emphatic particle which expresses the idea of ""even"" in non-conditional clauses (or sentences) or the idea of ""only"" in conditional clauses.",Intermediate,さえ
さすが,An adverb that expresses the speaker's/writer's strong feeling that something has turned out as s/he expected.,An adverb that expresses the speaker's/writer's strong feeling that something has turned out as s/he expected.,Intermediate,さすが
〜ざるを得ない,An auxiliary indicating that there is no other choice but to do something.,An auxiliary indicating that there is no other choice but to do something.,Intermediate,ざるを得ない
しかも,A conjunction which is used to provide additional important information.,A conjunction which is used to provide additional important information.,Intermediate,しかも
したがって,A conjunction that is used to indicate that a result/situation follows necessarily from the foregoing situation.,A conjunction that is used to indicate that a result/situation follows necessarily from the foregoing situation.,Intermediate,したがって
すぐ,Without having much temporal or physical distance.,Without having much temporal or physical distance.,Intermediate,すぐ
せい,A dependent noun expressing a cause which brings about an undesirable result.,A dependent noun expressing a cause which brings about an undesirable result.,Intermediate,せい
せめて,An adverb that indicates the speaker/writer's minimally satisfactory level.,An adverb that indicates the speaker/writer's minimally satisfactory level.,Intermediate,せめて
〜ぞ,A sentence final particle that emphasises a male speaker's emotion about something in his monologue or his strong desire to draw someone else's attention.,A sentence final particle that emphasises a male speaker's emotion about something in his monologue or his strong desire to draw someone else's attention.,Intermediate,ぞ
〜そうかと言って,"A structure which expresses that the speaker/writer cannot easily accept the corollary from the preceding statement owing to some circumstances, although he feels like accepting it","A structure which expresses that the speaker/writer cannot easily accept the corollary from the preceding statement owing to some circumstances, although he feels like accepting it",Intermediate,そうかと言って
〜そうになる,A phrase expressing that something almost happens.,A phrase expressing that something almost happens.,Intermediate,そうになる
そこで（理由→行動）,A conjunction which connects a situation presented as a reason and an action taken because of that situation,A conjunction which connects a situation presented as a reason and an action taken because of that situation,Intermediate,そこで
そこで（時点→行動）,A conjunction which connects an event and an action taken at the time of the event,A conjunction which connects an event and an action taken at the time of the event,Intermediate,そこで (2)
そこを,A conjunction used to indicate that in spite of the negative situation mentioned in the previous part of the sentence/discourse some positive effort is made.,A conjunction used to indicate that in spite of the negative situation mentioned in the previous part of the sentence/discourse some positive effort is made.,Intermediate,そこを
その上,"A conjunction which introduces an additional, emphatic statement.","A conjunction which introduces an additional, emphatic statement.",Intermediate,その上
それが,An interjection which signals that the speaker is going to provide an unexpected response to a question.,An interjection which signals that the speaker is going to provide an unexpected response to a question.,Intermediate,それが
それぞれ,Each of two or more things/persons.,Each of two or more things/persons.,Intermediate,それぞれ
それでも,In spite of the circumstance expressed in the preceding sentence.,In spite of the circumstance expressed in the preceding sentence.,Intermediate,それでも
それと,A conjunction which introduces an additional item or statement.,A conjunction which introduces an additional item or statement.,Intermediate,それと
それどころか,A conjunction that is used to indicate that the level/degree of a fact or a situation expressed in the second sentence is far above or below the level/degree of a fact or a situation expressed in the first sentence.,A conjunction that is used to indicate that the level/degree of a fact or a situation expressed in the second sentence is far above or below the level/degree of a fact or a situation expressed in the first sentence.,Intermediate,それどころか
それに,A conjunction which introduces an additional item or statement.,A conjunction which introduces an additional item or statement.,Intermediate,それに
それは,An interjection which is used when the speaker emphatically provides an expected response to a question.,An interjection which is used when the speaker emphatically provides an expected response to a question.,Intermediate,それは
それも,A conjunction which is used to add more specific information to information about a rather uncommon action or state.,A conjunction which is used to add more specific information to information about a rather uncommon action or state.,Intermediate,それも
だが,A conjunction that expresses something that is contrasted with what is expressed in the previous sentence.,A conjunction that expresses something that is contrasted with what is expressed in the previous sentence.,Intermediate,だが
だからと言って,A coordinate conjunction indicating that even if one accepts a premise expressed in the preceding sentence(s) one cannot jump to an expected conclusion from the premise.,A coordinate conjunction indicating that even if one accepts a premise expressed in the preceding sentence(s) one cannot jump to an expected conclusion from the premise.,Intermediate,だからと言って
〜だけで,A phrase which expresses the idea that just doing something is enough for something.,A phrase which expresses the idea that just doing something is enough for something.,Intermediate,だけで
ただ（限定）,"An adverb which emphasizes the idea of ""only"".","An adverb which emphasizes the idea of ""only"".",Intermediate,ただ
ただの,Not deserving to be mentioned.,Not deserving to be mentioned.,Intermediate,ただの
たところで,Even if an action or a state were realised.,Even if an action or a state were realised.,Intermediate,たところで
たびに,"A conjunction to express that each time someone/something does something, something else takes place.","A conjunction to express that each time someone/something does something, something else takes place.",Intermediate,たびに
〜だらけ,A suffix that indicates that something/someone is covered or filled with something undesirable.,A suffix that indicates that something/someone is covered or filled with something undesirable.,Intermediate,だらけ
つつ,(1) an auxiliary which expresses an action in progress; (2) a conjunction which is used to present two concurrent actions.,(1) an auxiliary which expresses an action in progress; (2) a conjunction which is used to present two concurrent actions.,Intermediate,つつ
〜っぱなし,"An auxiliary which expresses the idea that someone or something keeps doing something, or someone leaves something in an improper state.","An auxiliary which expresses the idea that someone or something keeps doing something, or someone leaves something in an improper state.",Intermediate,っぱなし
〜っぽい,"A suffix that indicates someone/something has some distinctive characteristic or an attribute identified by a noun, an adjective, or a verb to which the suffix is attached.","A suffix that indicates someone/something has some distinctive characteristic or an attribute identified by a noun, an adjective, or a verb to which the suffix is attached.",Intermediate,っぽい
つまり,An adverb that is used to summarise or rephrase what has been mentioned/stated in the preceding context.,An adverb that is used to summarise or rephrase what has been mentioned/stated in the preceding context.,Intermediate,つまり
〜て（〜してから）,After/since a point in time at which something takes place.,After/since a point in time at which something takes place.,Intermediate,て
〜で（基準量）,"A particle which indicates a basic quantity, for each of which certain amount is associated.","A particle which indicates a basic quantity, for each of which certain amount is associated.",Intermediate,で
である,A copula which is used in formal writing and formal speech.,A copula which is used in formal writing and formal speech.,Intermediate,である
〜であろう,An auxiliary which indicates the writer's conjecture which is not based on any particular information or evidence.,An auxiliary which indicates the writer's conjecture which is not based on any particular information or evidence.,Intermediate,であろう
ては,A conjunction which presents an action/state as a topic about which a negative comment is given.,A conjunction which presents an action/state as a topic about which a negative comment is given.,Intermediate,ては
〜て初めて,A phrase which expresses the idea that someone does something or something happens only after something else happens or something else is done.,A phrase which expresses the idea that someone does something or something happens only after something else happens or something else is done.,Intermediate,て初めて
〜ということは,A phrase which changes a sentence into a topic noun clause.,A phrase which changes a sentence into a topic noun clause.,Intermediate,ということは
というのに,A conjunction to indicate that an action/state takes place quite contrary to one's expectation.,A conjunction to indicate that an action/state takes place quite contrary to one's expectation.,Intermediate,というのに
〜というのは〜ことだ,"A structure which is used in interpreting, explaining, or defining a word, a phrase, or a sentence.","A structure which is used in interpreting, explaining, or defining a word, a phrase, or a sentence.",Intermediate,というのは~ことだ
〜というより（は）,A phrase that is used to indicate more accurate characterisation of someone or something.,A phrase that is used to indicate more accurate characterisation of someone or something.,Intermediate,というより（は）
〜という風に,A phrase which expresses a manner or a way in which someone does something.,A phrase which expresses a manner or a way in which someone does something.,Intermediate,という風に
どうせ,"An adverb that indicates the speaker/writer's feeling that no matter what s/he does or how s/he does it, the situation will not change.","An adverb that indicates the speaker/writer's feeling that no matter what s/he does or how s/he does it, the situation will not change.",Intermediate,どうせ
とうとう,An adverb that is used to express the eventual arrival of an expected situation.,An adverb that is used to express the eventual arrival of an expected situation.,Intermediate,とうとう
どうも,An adverb to indicate that one cannot make a definite statement about something due to lack of hard evidence.,An adverb to indicate that one cannot make a definite statement about something due to lack of hard evidence.,Intermediate,どうも
とかで,A conjunction that is used to give an uncertain reason for something.,A conjunction that is used to give an uncertain reason for something.,Intermediate,とかで
ところ,"A dependent noun which is used to express the idea that when someone did something, something took place as the result.","A dependent noun which is used to express the idea that when someone did something, something took place as the result.",Intermediate,ところ
ところが,A conjunction which is used to present what in fact happened or what is in fact the case when something else was/is expected.,A conjunction which is used to present what in fact happened or what is in fact the case when something else was/is expected.,Intermediate,ところが
どころか,A conjunction indicating that someone/something is very far from an expected state.,A conjunction indicating that someone/something is very far from an expected state.,Intermediate,どころか
〜とする（仮定）,A phrase indicating that someone assumes something.,A phrase indicating that someone assumes something.,Intermediate,とする (1)
〜とする（感覚）,To have a sensory or psychological experience.,To have a sensory or psychological experience.,Intermediate,とする (2)
〜となる,A phrase which expresses the idea that someone or something becomes something.,A phrase which expresses the idea that someone or something becomes something.,Intermediate,となる
〜となると,"A phrase which expresses the idea ""when it comes to"" or ""if it is true that"".","A phrase which expresses the idea ""when it comes to"" or ""if it is true that"".",Intermediate,となると
〜とは限らない,"A phrase which expresses the idea ""not necessarily"".","A phrase which expresses the idea ""not necessarily"".",Intermediate,とは限らない
とも,A conjunction in written Japanese that is used to express a concession.,A conjunction in written Japanese that is used to express a concession.,Intermediate,とも
〜どんなに〜（こと）か,A structure that indicates an exclamation about the degree to which an action or state takes/took place.,A structure that indicates an exclamation about the degree to which an action or state takes/took place.,Intermediate,どんなに~（こと）か
〜と共に,"A phrase which is used to express the idea that A and B share a common property or do the same thing together, that two things take place at the same time, or that someone or something possesses two properties.","A phrase which is used to express the idea that A and B share a common property or do the same thing together, that two things take place at the same time, or that someone or something possesses two properties.",Intermediate,と共に
〜と同時に,"A phrase which is used to express the idea that someone does something or something takes place at the same time as another action or event, or that someone or something is in two states simultaneously.","A phrase which is used to express the idea that someone does something or something takes place at the same time as another action or event, or that someone or something is in two states simultaneously.",Intermediate,と同時に
〜と言うと,A phrase which is used when something which someone has mentioned causes an involuntary response.,A phrase which is used when something which someone has mentioned causes an involuntary response.,Intermediate,と言うと
〜と言っても,A phrase which is used to clarify a statement in the preceding discourse which might be misleading.,A phrase which is used to clarify a statement in the preceding discourse which might be misleading.,Intermediate,と言っても
なあ,An exclamatory sentential particle which is used in informal male speech.,An exclamatory sentential particle which is used in informal male speech.,Intermediate,なあ
ないことも / はない,A double negative phrase used to make a conditional affirmative statement.,A double negative phrase used to make a conditional affirmative statement.,Intermediate,ないことも / はない
なかなか,An adverb used to indicate the speaker's feelings that something is impressive or his annoyance at slowness or difficulty in achieving something.,An adverb used to indicate the speaker's feelings that something is impressive or his annoyance at slowness or difficulty in achieving something.,Intermediate,なかなか
なく,a continuative form of ない used in written Japanese (to indicate a reason/cause for what follows if ない is attached to Adjective (い/な) and contrast if it is attached to a Noun+Copula).,a continuative form of ない used in written Japanese (to indicate a reason/cause for what follows if ない is attached to Adjective (い/な) and contrast if it is attached to a Noun+Copula).,Intermediate,なく
なしでは,If something/someone is missing.,If something/someone is missing.,Intermediate,なしでは
〜などと,A compound particle that indicates an approximate quote of words or ideas.,A compound particle that indicates an approximate quote of words or ideas.,Intermediate,などと
〜ならない,A phrase that is used to express insurmountable psychological or physical feelings.,A phrase that is used to express insurmountable psychological or physical feelings.,Intermediate,ならない
〜なり〜なり,A phrase to indicate two representative choices/examples.,A phrase to indicate two representative choices/examples.,Intermediate,なり~なり
なりに,In a way/style that is proper to someone/something.,In a way/style that is proper to someone/something.,Intermediate,なりに
〜に（終助詞）,A sentence final particle that expresses the speaker's feeling of great regret or sympathy.,A sentence final particle that expresses the speaker's feeling of great regret or sympathy.,Intermediate,に
〜において/おける,"A compound particle which indicates the place of an action/event, a state or time.","A compound particle which indicates the place of an action/event, a state or time.",Intermediate,において/おける
について,Concerning something/someone.,Concerning something/someone.,Intermediate,について
〜につき,A compound particle which expresses a rate or ratio.,A compound particle which expresses a rate or ratio.,Intermediate,につき
〜につれて/つれ,A phrase used to indicate that a change occurs in accordance with another simultaneous change.,A phrase used to indicate that a change occurs in accordance with another simultaneous change.,Intermediate,につれて/つれ
にとって,From the standpoint of; so far as someone (or something) is concerned.,From the standpoint of; so far as someone (or something) is concerned.,Intermediate,にとって
〜になると,A phrase that expresses the time when an uncontrollable state or a habitual action occurs.,A phrase that expresses the time when an uncontrollable state or a habitual action occurs.,Intermediate,になると
には,A conjunction/compound particle to indicate a purpose for doing something.,A conjunction/compound particle to indicate a purpose for doing something.,Intermediate,には
〜にほかならない,A phrase that is used to indicate that an action/state mentioned in the topic phrase or clause is nothing but something.,A phrase that is used to indicate that an action/state mentioned in the topic phrase or clause is nothing but something.,Intermediate,にほかならない
にもかかわらず,Without any relation to a preceding event/situation.,Without any relation to a preceding event/situation.,Intermediate,にもかかわらず
〜によって/より,"A particle that indicates means, cause, agent of passive sentence, or dependency on a situation.","A particle that indicates means, cause, agent of passive sentence, or dependency on a situation.",Intermediate,によって/より
〜に代わって,A compound particle to express replacement or substitution of a regular person/thing by someone/something.,A compound particle to express replacement or substitution of a regular person/thing by someone/something.,Intermediate,に代わって
に反して/反する,Contrary to or in contrast to.,Contrary to or in contrast to.,Intermediate,に反して/反する
に基づいて/基づく,With something as a basis.,With something as a basis.,Intermediate,に基づいて/基づく
に対して/対する,"Regarding something/someone one opposes, compares, or shows interest in regarding something/someone one opposes, compares or shows interest in.","Regarding something/someone one opposes, compares, or shows interest in regarding something/someone one opposes, compares or shows interest in.",Intermediate,に対して/対する
〜に当たって/当たり,A compound particle that indicates occasion of doing something or of having done something in formal Japanese.,A compound particle that indicates occasion of doing something or of having done something in formal Japanese.,Intermediate,に当たって/当たり
に従って/従い,Something spontaneously and gradually occurs in accordance with some change.,Something spontaneously and gradually occurs in accordance with some change.,Intermediate,に従って/従い
に比べると/比べて,If we compare (it) with/to; comparing (it) with.,If we compare (it) with/to; comparing (it) with.,Intermediate,に比べると/比べて
に過ぎない,"Something or someone is nothing more than what is stated in terms of amount, degree, status, significance, etc.","Something or someone is nothing more than what is stated in terms of amount, degree, status, significance, etc.",Intermediate,に過ぎない
に関して/関する,Related to.,Related to.,Intermediate,に関して/関する
〜に限って,A compound particle to show that only X is different from others.,A compound particle to show that only X is different from others.,Intermediate,に限って
に限らず,Not limiting something to ~.,Not limiting something to ~.,Intermediate,に限らず
ぬ,An archaic auxiliary that indicates negation.,An archaic auxiliary that indicates negation.,Intermediate,ぬ
〜ねばならない,"A phrase that indicates duty, obligation or necessity.","A phrase that indicates duty, obligation or necessity.",Intermediate,ねばならない
のこと,Things of/about.,Things of/about.,Intermediate,のこと
のことだから,Because it is a matter of X with which/whom something is habitually the case.,Because it is a matter of X with which/whom something is habitually the case.,Intermediate,のことだから
〜のは〜のことだ,A structure which focuses on a time when something takes place.,A structure which focuses on a time when something takes place.,Intermediate,のは~のことだ
〜のみ,"A particle which expresses a limit imposed upon an action, event, or a state.","A particle which expresses a limit imposed upon an action, event, or a state.",Intermediate,のみ
の上では,As far as ~ is concerned.,As far as ~ is concerned.,Intermediate,の上では
の下で,Under some object; under the control or influence of someone or something.,Under some object; under the control or influence of someone or something.,Intermediate,の下で
〜の関係で,A phrase indicating that something takes place or does not take place because of something.,A phrase indicating that something takes place or does not take place because of something.,Intermediate,の関係で
〜は（強調）,A particle which emphatically affirms or negates the proposition represented by the preceding verbal and other related elements.,A particle which emphatically affirms or negates the proposition represented by the preceding verbal and other related elements.,Intermediate,は
は言うまでもなく,An adverbial phrase that conveys the meaning of 'not to speak of something/someone'.,An adverbial phrase that conveys the meaning of 'not to speak of something/someone'.,Intermediate,は言うまでもなく
〜べきだ,An auxiliary which expresses the speaker's judgment that someone/something should do something or should be in some state.,An auxiliary which expresses the speaker's judgment that someone/something should do something or should be in some state.,Intermediate,べきだ
〜まい,An auxiliary which expresses the speaker's negative volition or conjecture.,An auxiliary which expresses the speaker's negative volition or conjecture.,Intermediate,まい
まさか,An adverb that indicates the speaker's strong belief that something is not expected to (have) become a reality.,An adverb that indicates the speaker's strong belief that something is not expected to (have) become a reality.,Intermediate,まさか
〜ましだ,A phrase indicating that although someone/something (or some situation) is not satisfactory it is better than someone/something else.,A phrase indicating that although someone/something (or some situation) is not satisfactory it is better than someone/something else.,Intermediate,ましだ
または,A conjunction which connects two choices or possibilities expressed by noun phrases or sentences.,A conjunction which connects two choices or possibilities expressed by noun phrases or sentences.,Intermediate,または
までもない,There is no point in going as far as to do something.,There is no point in going as far as to do something.,Intermediate,までもない
みせる,The speaker's strong determination to achieve something for others to see.,The speaker's strong determination to achieve something for others to see.,Intermediate,みせる
やっと,An adverb to indicate that something desirable has been finally achieved or will be eventually achieved though with great difficulty.,An adverb to indicate that something desirable has been finally achieved or will be eventually achieved though with great difficulty.,Intermediate,やっと
やる（移動・使役）,To cause something/someone to move to a place or to do/eat/drink something.,To cause something/someone to move to a place or to do/eat/drink something.,Intermediate,やる (1)
〜てやる（強行・迷惑）,An auxiliary verb which expresses the idea that someone does something undesirable to someone else when he/she knows his/her action will cause hardship or trouble.,An auxiliary verb which expresses the idea that someone does something undesirable to someone else when he/she knows his/her action will cause hardship or trouble.,Intermediate,やる (2)
〜よう（方法）,A noun forming suffix which means a way (of doing something).,A noun forming suffix which means a way (of doing something).,Intermediate,よう (1)
〜よう（推量）,An auxiliary verb that expresses the writer's conjecture about some potentiality or his certainty about a given state of affairs.,An auxiliary verb that expresses the writer's conjecture about some potentiality or his certainty about a given state of affairs.,Intermediate,よう (2)
〜ろくに〜ない,A structure that is used to indicate that something animate does not or cannot do something satisfactorily/sufficiently/properly.,A structure that is used to indicate that something animate does not or cannot do something satisfactorily/sufficiently/properly.,Intermediate,ろくに~ない
〜わけがない,"A phrase which negates the existence of a reason to believe that someone does something or is in some state, or that something takes place; or which negates a possibility of someone's doing something or being in some state, or something's taking place.","A phrase which negates the existence of a reason to believe that someone does something or is in some state, or that something takes place; or which negates a possibility of someone's doing something or being in some state, or something's taking place.",Intermediate,わけがない
〜わけにはいかない,A phrase which is used to indicate that one cannot do something due to an external circumstance.,A phrase which is used to indicate that one cannot do something due to an external circumstance.,Intermediate,わけにはいかない
〜をはじめ（として）,A phrase that is used to give a primary example.,A phrase that is used to give a primary example.,Intermediate,をはじめ（として）
〜を通して,A compound particle that is used to indicate a medium through which something is done or time through which something takes place.,A compound particle that is used to indicate a medium through which something is done or time through which something takes place.,Intermediate,を通して
〜一方で（は） 〜 他方で（は）,"A structure used to describe two concurring, contrastive actions/states of someone or something.","A structure used to describe two concurring, contrastive actions/states of someone or something.",Intermediate,一方で（は） ~ 他方で（は）
