volume,headword,dojg_entry_id,decision,canonical,relationship,summary
Basic,Relative Clause,570c4490e28777ae791856b994d845da8ad68ebeb3a1b9e3a92cac781990cd0d,create_new_canonical_candidate,,primary,
Basic,あとで,32bf861fe05cedd36a752857b92ad11e4da5cf860c37544306182256c110ad31,create_new_canonical_candidate,,primary,Some state or action takes place at a time (not always immediately) after another state or action has taken place.
Basic,あまり,1106563451ce8c2a09a78b35f683b73ede28f26e13e4fdaecfe25f2f109bd55c,create_new_canonical_candidate,,primary,The degree of something is not great.
Basic,ある (1),857aaad1aea70079ddc949d65dc6482a79eadee5cf12835fedfc22319edf148d,create_new_canonical_candidate,,primary,An inanimate thing exists.
Basic,ある (2),e4ff1cf689389f24168f6ec809842f42714e61ea05c3bd2956ab75a09bf668a6,create_new_canonical_candidate,,primary,Something has been done to something and the resultant state of that action remains.
Basic,いる (1),4fa6ecca5d50a48e27d14384404bd14e937f237f5a7c1fec80e80bd8065a2994,create_new_canonical_candidate,,primary,An animate thing exists.
Basic,いる (2),6e3876db211bac095c7fc4e000ea9a8b7184313bc2f6a08d6440f34297b167e5,create_new_canonical_candidate,,primary,"Someone or something is doing something he or it started some time ago, or is in a state created by an action he or it took some time ago."
Basic,うちに,033fcf5a74bc692201966186260854b982139323673b667e0f00dc9dff29d071,create_new_canonical_candidate,,primary,During a period when a certain situation remains in effect.
Basic,お,8ff56701a37d9d44fd6b7849696d3dfbf63614c0479a0a49d14c16daa8bd6994,create_new_canonical_candidate,,primary,A prefix that expresses politeness.
Basic,お～する,454f15e3509dc942b76fc69ecd3ee16b988670ea6d84ecd9ad559df7f8be628c,create_new_canonical_candidate,,primary,A phrase which humbly expresses the speaker’s politeness to someone when describing the speaker’s action or state that involves or affects that person.
Basic,おく,c3a423d720fa7d313e968fb2d3abd1603483503e13c532111d06126fb12155a5,create_new_canonical_candidate,,primary,Do something in advance for future convenience.
Basic,か (1),fb47c78b1015adbd2bc2ded962f43122417e3de6fdda416dee6f0bbfdd40c62c,create_new_canonical_candidate,,primary,A particle which marks an alternative.
Basic,が (1),728d458a818330e7b665c1e6757692f6acb89b90186687bc72028b8354323893,create_new_canonical_candidate,,primary,A particle which indicates the subject.
Basic,か (2),3c47e1079bc8ed211c17ef6ea57eee6382f5882251ae7863ecb7e249372bacfa,create_new_canonical_candidate,,primary,A sentence final particle which indicates that the preceding sentence is interrogative.
Basic,が (2),04c57fdbc7b6d4323e0e6a132f0d66d9596075cbf0b0a17addd81d066d3e341e,create_new_canonical_candidate,,primary,A disjunctive coordinate conjunction that combines two sentences.
Basic,か(どうか),a1f585db45eaa9cf35ac6079a9be3406d8c6d631198db21f4d87dd7c62e60e39,create_new_canonical_candidate,,primary,A marker for an embedded yes-no question.
Basic,かい,c2dd4dcb1c000790c6f7d4d3cda08cd5c0cafa09ab67ecf6fad32ae5bc4885c2,create_new_canonical_candidate,,primary,A sentence final particle which marks yes-no questions in informal male speech.
Basic,かしら,347c3a4d65bd0f1d2895faa8f5c34c3bb6ba51c04a91bc84eaecea5ac1eb0573,create_new_canonical_candidate,,primary,A sentence final particle which expresses the idea that the female speaker wonders about something.
Basic,から (1),7ae8c0db5e17df1b63c2eb925644b57cb49a09c5e35f8765e8ddd23d10605f99,create_new_canonical_candidate,,primary,A particle which indicates a starting point or a source.
Basic,から (2),97a91c490129d6b8cc61a84b66aebaa788a9e9eebfb05fc4d6d59cb1e6e0df94,create_new_canonical_candidate,,primary,After/since a point in time at which something takes place.
Basic,から (3),318249d4c47f862344b47cbc6fe6ddf94760fc91837a4f69d0ab32bdb4acd82c,create_new_canonical_candidate,,primary,A subordinate conjunction which expresses a reason or a cause.
Basic,けれども,0b1a351c825f4010e8e437d54a2c03621783ca12898964f84c9c72a01f173ca8,create_new_canonical_candidate,,primary,A disjunctive subordinate conjunction that combines two sentences.
Basic,こと (1),1f6c007a16dd04b5498b727da0585d0d4f0d7e445303dd3421fa529f590a159a,create_new_canonical_candidate,,primary,A thing which is intangible.
Basic,こと (2),25ff0af31195e285c90b55b5e159411f6656c51d71355ef88318a3046b75143a,create_new_canonical_candidate,,primary,A nominaliser used to indicate the speaker’s relative lack of empathy with the content of the sentence he is nominalising.
Basic,ことがある (1),c49a6c4704d29d3127fe9fe131b848b7300003eb26b0ed43ea7047d86b939a32,create_new_canonical_candidate,,primary,There was a time when ~
Basic,ことがある (2),7a9175e7381797adb7b45ff229f2ced1a6faf4a5d08a324bd07f4acd6945db43,create_new_canonical_candidate,,primary,There are times when ~.
Basic,ごとに,fef37bc852c8a16f2f879ce5c1e940204da574ebccb4f559dcbc6f3b757c0a1f,create_new_canonical_candidate,,primary,Something takes place regularly in succession after a certain temporal or spatial interval.
Basic,ことは,af29da1af301b5e3e4a63ef358c73f16ff572cf59012acd5224984f1f459c1e0,create_new_canonical_candidate,,primary,"Speaking of proposition X, X is certainly true."
Basic,さ,1ac91e9e01198888f56d039d755f8c5351ede7f4e5770988b51fdfb86ba8087c,create_new_canonical_candidate,,primary,A suffix that makes a noun out of an adjective by attaching it to the stem of an Adj (い) or much less frequently to the stem of an Adj (な)
Basic,させる,068886b58e1f33273de9fdabd2409b5cb06639282b0fbf3203546de2fbb05a48,create_new_canonical_candidate,,primary,Cause someone/something to do something or cause something to change its state.
Basic,しい,8a0b5e24be29ea5009db71e0de112936d9889ac026e84884ed1374ff06f1d0bb,create_new_canonical_candidate,,primary,An infix attached to the stem of an adjective い to indicate something that one cannot objectively measure on any scale (e.g. human emotion).
Basic,しか,5add4d9d1aa9803a4897ed948b9feb1865aafe0f574186db44158f1d7a6646e5,create_new_canonical_candidate,,primary,A particle which marks an element X when nothing but X makes the expressed proposition true.
Basic,しまう,739ad3561d01a5e94d9612a9b31d940a1991901ddc9c735ed0b8f0004998ea75,create_new_canonical_candidate,,primary,An auxiliary verb which indicates the completion of an action.
Basic,ずつ,a9921afdd2f13509aee0a0ecf2fc144316617bb9d4199bf4366233b742e48ce2,create_new_canonical_candidate,,primary,A particle that indicates equal distribution of quantity.
Basic,する (1),fc63e7dd97fafbbde3e7e80d637d44300e9f473dc3bbfc3c3a9ec9a2479e8db7,create_new_canonical_candidate,,primary,Someone/something causes a state or action to take place.
Basic,する (2),fe12bdfc2bf33cbc1f75059e605cc55c35d8d7fcdf53fe85c2aa54b15666c90c,create_new_canonical_candidate,,primary,Someone or something has some (semi)permanent attribute.
Basic,する (3),9cd7d4f852417cd370fac550306a59ebbb73986a9684fdd9428afe53c66a09e8,create_new_canonical_candidate,,primary,Something is perceived by someone’s non-visual senses.
Basic,する (4),29b71e9e17559623709e0c07007964feeffe3c8ed303e41c57fc31c1394530d3,create_new_canonical_candidate,,primary,A verb that indicates how much something costs or a duration of time.
Basic,すると,bc240d1ffd5d4ff2c870d5fd4ced5fa2a88a3a4816706c0720f79f4dd196acce,create_new_canonical_candidate,,primary,A coordinate conjunction which connects two sentences (the second sentence either describes an event which takes place right after the event described in the first sentence or it expresses a logical guess related to the event in the first sentence.)
Basic,せっかく,5256f22f6603887c064c59349270e8b52229185fe70767f2641f15f709b7be18,create_new_canonical_candidate,,primary,"Some situation which seldom occurs has now occurred and one can either make use of it or, to one’s regret, cannot make use of it."
Basic,そうだ (1),6e243cb75e679ea4a3bdb5950f34129c78bc131f694992480ea7145cafae123b,create_new_canonical_candidate,,primary,An auxiliary which indicates that the information expressed by the preceding sentence is what the speaker heard.
Basic,そうだ (2),1f94bf9d093551df3c4481d86e0a1fae7d14fdbe526ed0245b6f2fc431e853a9,create_new_canonical_candidate,,primary,"An auxiliary adjective which indicates that what is expressed by the preceding sentence is the speaker’s conjecture concerning an event in the future or the present state of someone or something, based on what the speaker sees or feels."
Basic,そして,cba6d3765afa782cb746214d4e023d90b573a6c30d8c2ae22448cc3fb413f479,create_new_canonical_candidate,,primary,A coordinate conjunction that connects two sentences.
Basic,それから,4d2aa67ee238453d249d4afef2ea33f3ed5563f1c261c6dc92044f177606d204,create_new_canonical_candidate,,primary,"A conjunction that indicates (1) temporally contiguous actions or states, or (2) a cumulative listing of objects, actions or states."
Basic,それで,10e412a2e87f3b420a1f66d487ec3806954c966e99c84a8e68cedfd36e7eb004,create_new_canonical_candidate,,primary,A conjunction to indicate that what is stated in the preceding sentence is the reason or cause for what is stated in the following sentence.
Basic,それでは,9e094cfdb7efca6e2dfc109e9866f79553b75b060b70bcad9dc425187e7b832d,create_new_canonical_candidate,,primary,If that is the case
Basic,それとも,74676f248f24d24202096d6d3a1ce1a608be1c46d1a61384965c2f0c6776cecb,create_new_canonical_candidate,,primary,A coordinate conjunction which connects two alternatives expressed by sentences.
Basic,それなら,b4f752c1fea24b18daaf4ba28c7adf83453ade0de9cf64c9e988e64207e9ab79,create_new_canonical_candidate,,primary,"If that is the case,"
Basic,だい,be987a30ab1f41a336cf56260045d49a18174f7772086c01b98e94aa1083a89b,create_new_canonical_candidate,,primary,A sentence final particle which indicates an interrogative word question in informal male speech.
Basic,だけで(は)なく～(も),10ec51ea02d25d3afe5021e89247cc2c03cbec334778336fdc7e0aee7a65add3,create_new_canonical_candidate,,primary,"Not only X but also Y, where X and Y can be either a noun, a verb, or an adjective."
Basic,たって,28f742e5fabad525ee86c1a2f08f23c99a233c1fbb187c7412931f91a8125f30,create_new_canonical_candidate,,primary,Even if someone did something or something were in some state (the desired result would not come about) or even if someone or something is in some state.
Basic,たり～たりする,10bd6528f0bcd5d8addb99ef883aaeda9f286a84113309d4b298a3ce0c582d28,create_new_canonical_candidate,,primary,A phrase which expresses an inexhaustive listing of action or states.
Basic,って (1),395e686d4510a79e58a4ccd6ea947cbe2a57900189c81176571c9fb30939e354,create_new_canonical_candidate,,primary,A colloquial topic-introducer.
Basic,って (2),ac1555a51d10b23f6358a3c16291119e773e9110babaa2f594cbc0324c0b6ce0,create_new_canonical_candidate,,primary,A colloquial quotation marker.
Basic,て,be7393304eb4368725f6802ffefad81e35e6e30beb4d3f354ea6854c48f6b48a,create_new_canonical_candidate,,primary,The て form ending of verbs and い-type adjectives (The て form ending of な-type adjectives and the て form of the copula is で.)
Basic,で (1),2fb3526dc2acd3d2472de08cf5456824d5578b958ec3720a4f65e676cba5a82c,create_new_canonical_candidate,,primary,"A particle which indicates location, except for location of existence."
Basic,で (2),94fc4623acf4a820feb28d5458d841fad6250fe41106c1c385809c778f1d5c0c,create_new_canonical_candidate,,primary,A particle which indicates the use of something for doing something.
Basic,で (3),f73604c0cf09a019883b9f3b1e60bcd51127e560b042a4e472309f521417a2b6,create_new_canonical_candidate,,primary,A particle (apparently derived from the て form of です) that indicates a weak causal relationship.
Basic,で (4),6aea2230536c1c4b7f43ad0d175744370cf90837e21612bd49b7e20e08ef58ed,create_new_canonical_candidate,,primary,A particle which indicates the time when something terminates or the amount of time a period of activity has taken.
Basic,でも,b2b13ef7d64f293de86ce07f9461c95603e98397a8868db59a947ef20d3f3175,create_new_canonical_candidate,,primary,The て form of です plus も ‘even’.
Basic,と (1),1a846d8471c35672ede9a0ed0002af22e1542df3de4638bcf032641b41a19966,create_new_canonical_candidate,,primary,A particle which lists things exhaustively.
Basic,と (2),2600faa68744245b1082c9cbf27c9638eb34eef3508eb79e1801e024392a7ffa,create_new_canonical_candidate,,primary,A particle marking the noun phrase which maintains a reciprocal relationship with the subject of a clause.
Basic,と (3),eb657367bd2e22781f91836bf8aaa53cc4162f7e788adbb869db121075c56e36,create_new_canonical_candidate,,primary,"A particle which marks a quotation, sound or the manner in which someone/something does something."
Basic,と (4),5f36f6e868adba8a6369cc9f2de67bbc45cca51fbf5056637d5ce3413c7838f4,create_new_canonical_candidate,,primary,A subordinate conjunction which marks a condition that brings about an uncontrollable event or state.
Basic,という,fcbea55d75e5c280e06b913e72816090f88b0129d7627046e94ecab58b5f714e,create_new_canonical_candidate,,primary,A phrase marking information which identifies or explains the noun following the phrase.
Basic,どう,953521d3aac1fc6549f615e33aade76f9e9ccdbf46a3504495e1ff1efe7880ad,create_new_canonical_candidate,,primary,An interrogative adverb which asks about the state of someone/something or the way of doing something.
Basic,とか,b86237eb579ff09cc8a29b6594bf035bdd8392247b997aa5f49438ca2cf88d02,create_new_canonical_candidate,,primary,"A conjunction that lists two or more items, actions or states as inexhaustive examples."
Basic,ところだ (1),ee0971eb59a7bfb7f1dfe754a8b20d4f3ec3735a2c087b25e8c467fb26e2b887,create_new_canonical_candidate,,primary,A place is in a location which takes a certain amount of time to get to.
Basic,ところだ (2),7b70c5217ce24613453e1bf3f942215e360d5852b39ce6b57c0497f5daca28ae,create_new_canonical_candidate,,primary,"Someone/something is in the state where he/it is just about to do something, is doing something, has done something, or has been doing something."
Basic,として,62161bb64c227aa25221ccc9ecb9d283e057013c2fb33d28c7c045736c9d48ca,create_new_canonical_candidate,,primary,"A compound particle which indicates the capacity, role or function of someone or something."
Basic,としては,66df2334c4bf39a26ac31ab4948daf4127d39dc93ef089f03a9220700d61c85e,create_new_canonical_candidate,,primary,A compound particle which indicates a standard for comparisons.
Basic,と言えば,0109dfd953ee42b48c4d42a15cb0c56f404070b7d6edfb6118c5a60f86d15439,create_new_canonical_candidate,,primary,An expression which presents as the topic of a following discourse a phrase which has just been uttered.
Basic,な,210d68eac18bf1523e0704ef903eb8b19f724727e1c8aa5e426b5367c450755f,create_new_canonical_candidate,,primary,A negative imperative marker used by a male speaker in very informal speech
Basic,なければならない,ac62b7d8b96b1a8b438bdfa10f751653597fa5e07a1f942cf3dfbd64118cad33,create_new_canonical_candidate,,primary,It won’t do if someone does not take some action or if someone or something is not in some state.
Basic,など,d2dcd0474569c53590209872a0ec0ba11f05a5281987e976fc718d7fcd46e77a,create_new_canonical_candidate,,primary,A marker that indicates exemplification.
Basic,に (1),96d69e15abfd33de322de91075df6f0223963584f5c6e374a70fd3f5b4755024,create_new_canonical_candidate,,primary,A particle that indicates a point of time at which something takes place.
Basic,に (2),4d9bf9942a94f45adbb14036221230c686d23bd00eda271de9316ff8b3100641,create_new_canonical_candidate,,primary,An indirect object marker.
Basic,に (3),73a590bf2165750ba2bc42d8e5d0839b08bc3489542f53964ffd0ac491b9cb5a,create_new_canonical_candidate,,primary,"A particle that indicates an agent or a source in passive, causative, もらう/てまらう and other receiving constructions."
Basic,に (4),0ab219d83f9de916b0e077cea46d66966dd8f5391994aa649b2a29957b2d5cad,create_new_canonical_candidate,,primary,A particle that indicates the surface of something upon which some action directly takes place.
Basic,に (5),7d02c0c2718ade9bd9adb7a6a81245f32bf86d97986b726b154cea163b244782,create_new_canonical_candidate,,primary,A particle which indicates purpose when someone moves from one place to another.
Basic,に (6),f10ddf252fc87400db8d8c6eb69e76d2474b771936bea093cd5c7fd786c47d89,create_new_canonical_candidate,,primary,A particle which indicates the location where someone or something exists.
Basic,に (7),04cd57c2f4b75856a54d4737deb313b8487877340975076a13197ef8ecdbcc34,create_new_canonical_candidate,,primary,A particle which indicates a place toward which someone or something moves.
Basic,にしては,e1250e57a1e0ff91c30e1c8adc319f62ac24a397e37da33e70a7c8b270a6564c,create_new_canonical_candidate,,primary,A phrase that indicates a generally agreed upon standard (the entire sentence that includes this phrase expresses some deviation from that standard.)
Basic,に違いない・にちがいない,0a31a59df7ecbb28c671a0d2b001ef0922b90076bdf1a5cb66fae0afc2a0463a,create_new_canonical_candidate,,primary,The speaker is convinced that there is no mistake on his part in guessing something.
Basic,ね,e3ac98aee0f20c1874289fe1a0e6eea559f5b086f998f518bed16de187e46461,create_new_canonical_candidate,,primary,A sentence final particle that indicates the speaker’s request for confirmation or agreement from the hearer about some shared knowledge.
Basic,の (1),5e331a59f38eec23ade34e94bf40b1e6ba6c07f2255ff9f1c084588bd84cf771,create_new_canonical_candidate,,primary,"A particle which, with a preceding noun phrase, forms a phrase to modify a following noun phrase."
Basic,の (2),5ac0e6111f67ec8baa4c42e01a6baa61094be3df7ad4ab2e60f7d9e110763943,create_new_canonical_candidate,,primary,A dependent indefinite pronoun.
Basic,の (3),5cb0b984bc8ee76c26aaca092eb9e7edac422a5a48ec09bbba47272780c09754,create_new_canonical_candidate,,primary,A nominaliser which is used when the nominalised sentence expresses a directly perceptible event.
Basic,の (4),c77ae88becf20b80bd89b14434b5d71c6fa9321485cbdad87497eb054bdf1f49,create_new_canonical_candidate,,primary,A sentence-final particle used by a female or a child to indicate an explanation or emotive emphasis.
Basic,のだ,eab687be90a7fcc1260bb2a08f535b6b2883e0d0109569e90b5ccdf9e25fb0d3,create_new_canonical_candidate,,primary,"A sentence ending which indicates that the speaker is explaining or asking for an explanation about some information shared with the hearer, or is talking about something emotively, as if it were of common interest to the speaker and the hearer."
Basic,のは～だ,34d025539ac356a25c07ce11e9b156770b59f8ce5da006c699cb232d64aa38a5,create_new_canonical_candidate,,primary,"A structure that indicates new, important information by placing it between [x] and the copula [x] ([x] is an indefinite pronoun ([x]2) that replaces ‘time’,’person’, ‘thing’, ‘place’ or ‘reason’.)"
Basic,は (1),31e14a5f5cb3d54633586adb01ee42b7b8412dcad1c73e0594069af8de0e1a0e,create_new_canonical_candidate,,primary,A particle which marks a topic or a contrastive element.
Basic,は～が,7caf7ba4c6858dbc6350d5d49ef1b107678a7f09bd68f51a4e6f41dd596ded26,create_new_canonical_candidate,,primary,A construction which relates a non-controllable state of something or someone to a topic
Basic,は～だ,5300f88f4788e98f1929396ff06b69abb7406cb466de2fff03b02f351fd45d1e,create_new_canonical_candidate,,primary,"Someone or something is/was someone or something or is/was in some state, or will do/does/did something."
Basic,はいけない,a95447a311bb7399b723510f718d5419cf3042bbccba98d4c50c63eff60aa13f,create_new_canonical_candidate,,primary,A phrase which indicates prohibition.
Basic,ばかり,1bdfd0e5cdf47fc24edd245b8512252dbb22a11828d344693f8386986e83edec,create_new_canonical_candidate,,primary,"A particle which indicates that something is the only thing or state which exists, or the action someone will take, takes, is taking or took."
Basic,へ,9e9ba639a5bd65f8c54bb74320821873155b3bb703773137a3fba445539bb1ed,create_new_canonical_candidate,,primary,A particle that indicates the direction toward which some directional movement or action proceeds.
Basic,ほうが~より,b568b514ef6c68f65af9959f8869bfcb5b0c2c1a7c1ed11c40d06597edb927ad,create_new_canonical_candidate,,primary,"Comparing two entities, one is in some state or does something more than the other."
Basic,ほうがいい,463f9300f224123be15c9685345f437ad4e6e4b55174ae5944083edb79c56f00,create_new_canonical_candidate,,primary,It is strongly suggested that someone do something.
Basic,ましょう,301ce544a4bcdfab517a6198fae908a287ef1174e02ac655fb53131472b8fe9e,create_new_canonical_candidate,,primary,A verb ending which indicates the first person’s volition or invitation in formal speech.
Basic,まだ,bbc285c78a9de94bc838788bfcd4959525d1eaed8220cf7c894489337f44ac43,create_new_canonical_candidate,,primary,Someone or something is in some state he or it was in some time ago.
Basic,まま,a3969538f62e609478e974d205ac194fd19043da444eba2416dd1ac8f8fc0b0e,create_new_canonical_candidate,,primary,An already given situation or condition remains unaltered.
Basic,みる,3d19ebcc3fa22b60eb03e56ef24ff6bd5ea3f40f255ed07e065e6b75b965f269,create_new_canonical_candidate,,primary,Do something to see what it’s like or what will happen.
Basic,も,f404bdcf660b06bae39efe17590a53393213401286bbd172a45dc538777d2442,create_new_canonical_candidate,,primary,A particle which indicates that a proposition about the preceeding element X is also true when another similar proposition is true.
Basic,も (2),07dfbb835645a0a5ecae205853ddcba6fe861404f4eccc98b0758403189b1347,create_new_canonical_candidate,,primary,A marker which indicates emphasis.
Basic,も~も,9bec49a5c36ce49ba4a7ccffb75fdcfccdb78c43ea4cccbb349e0c868fe2e71f,create_new_canonical_candidate,,primary,The repeated use of a particle meaning ‘also’ to list elements belonging to the same part of speech.
Basic,もう,0a06647da80d6f5e285f1ae055552c1ba423f1eade5d3d8183e6262745694aa0,create_new_canonical_candidate,,primary,Someone or something is no longer in the same state that he or it was in some time ago.
Basic,もの（だ）,2964b6019f8732abcdee1e1ef1b5fa1d42810c2d956ecf6fc39ea15db12076f2,create_new_canonical_candidate,,primary,The speaker presents some situation as if it were a tangible object.
Basic,や,83a1481ec7bad5073896017ac483536b6175385af649328d1c2640a8a539baf0,create_new_canonical_candidate,,primary,A coordinate conjunction that is used to list two or more items (nouns or noun phrases) in an inexhaustive fashion.
Basic,やはり,5d2fb446b4cb387f5ffb6fadc7cddc12fe6b02b1c084ae4bac3b2132fc670348,create_new_canonical_candidate,,primary,"An adverb indicating that the actual situation expectedly/anticipatively conforms to a standard based on past experience, comparison with other people, or common sense."
Basic,ように (1),53347f08d36f1b426ce658c121c1faa94264fab674cb7278305140e3d91e7a4d,create_new_canonical_candidate,,primary,Do something in such a way that ~.
Basic,ように (2),d801c30a15813ef03a93dcaa1d9686485434801c6b6288a124007de65759fd6f,create_new_canonical_candidate,,primary,An adverbial form of ようだ
Basic,ように言う,ca37225c9ecb8bf28662b929d13b952710b1346c792237b5c29d278e62e76692,create_new_canonical_candidate,,primary,Tell someone in such a way that he will do something.
Basic,より (1),4795a16bd9ba9070b6f6d8a2804a10d47a41826c93030eff564581d196735d3d,create_new_canonical_candidate,,primary,A particle which indicates that something/someone is being compared with something/someone.
Basic,より (2),2ec185dcce0399fe0b75af90069064b0dcd0d8c94701a0b7c10079e5a617e16e,create_new_canonical_candidate,,primary,A particle which indicates a set point in terms of space or time.
Basic,られる (1),6af7d6708fb171daabc6c27455134486441b07b97c64a507e0171178ef5089dd,create_new_canonical_candidate,,primary,A state or an action cannot be controlled by someone or something.
Basic,られる (2),b0cb427f378aaeb278431f947e14509ff973dd9e10ecf281e4e8d5689c7e377f,create_new_canonical_candidate,,primary,An auxiliary verb which indicates potential.
Basic,わ (2),2d07ef908e5ee88bb813ffe93866fa4cf990e13312531c9913f30a830eab92f0,create_new_canonical_candidate,,primary,A sentence final particle used in weak assertive or volitional sentences by a female speaker.
Basic,を (1),854600e411e45d8e0a79a6ed8291a5433572ddaac8f5d62f0577993763fc81c3,create_new_canonical_candidate,,primary,A particle which marks a direct object.
Basic,を (2),8de159752ebc5ae7c4fe95c2c83f97a57263cd0cf5523916addb208cff2bbd2c,create_new_canonical_candidate,,primary,A particle which indicates a space in/on/across/through/along which someone or something moves.
Basic,を (3),455de27662e24ea7565dda827bec8a67f2076f353c61ded3344809d2e856fac0,create_new_canonical_candidate,,primary,A particle that marks the location from which some movement begins.
Basic,を (4),67cd102ce532ba3c78917c99bcafcdab038564e733715e616b6a700ad409a8e6,create_new_canonical_candidate,,primary,A particle that marks the cause of some human emotion.
Basic,一番・いちばん,08c3e6007d5698b28978cd2caadb0aee7c086b2886228bb7947a94ca5acc704c,create_new_canonical_candidate,,primary,A superlative marker.
Basic,下さい・ください,7c686765348010b570fc34c42875c42fd43a0d5bfac4bfb922500d44f9ca2656,create_new_canonical_candidate,,primary,An auxiliary verb which indicates a polite request.
Basic,代わりに・かわりに,fb5e9c52006be894d04bb6bf9476a8bd03275c31acf29650058b6d7bc3e59ece,create_new_canonical_candidate,,primary,Something (including an action) replaces something else.
Basic,分かる・わかる,1ba6db9657d1b4acd8a8e3aa721330319d2110868e143b726e890585f47d342c,create_new_canonical_candidate,,primary,"Can figure out (spontaneously) various facts –such as content, nature, value, meaning, cause, reason, result– about something whose existence is presupposed."
Basic,君・くん,c6de74db2a3142a32cd8eb511ad88c69438be461145880b9d7d87b3429ea7c51,create_new_canonical_candidate,,primary,A suffix attached to the first or last name of a male equal or to the first or last name of a person whose status or rank is lower than the speaker’s.
Basic,堪らない・たまらない,9642ee315f7d73e73138d990af1af36a5922a0a587b12d45076b6461af2c4588,create_new_canonical_candidate,,primary,The speaker or whomever he empathises with cannot cope with a situation expressed by the て phrase.
Basic,多い・おおい,d24ccf542f5a5763a3a181347bbf020d1c0594502f4d49223441d61c7783f35d,create_new_canonical_candidate,,primary,(of quantity or number) a lot
Basic,好きだ・すきだ,60abf267c219bd9ab732e579d208a1eeb0cfa49d8d5224510f42b41573ce82b1,create_new_canonical_candidate,,primary,Something or someone is what someone likes.
Basic,嫌いだ・きらいだ,21f8e03902dece8641fbb5d79519c484941e287aa04d431cdec28f483f88065d,create_new_canonical_candidate,,primary,Something or someone is what someone does not like.
Basic,少ない・すくない,a73bda91d2f6509d5515238682ab0ed9a598d9a615c9ebf206034496426398d5,create_new_canonical_candidate,,primary,Small in number of quantity.
Basic,屋・や,6be5f3d5d4574767d2ac853d0c814cac38e33527b4311754bc24f6c9bf522bf0,create_new_canonical_candidate,,primary,"A suffix attached to names of stores, inns and Japanese style restaurants or to persons engaged in certain occupations"
Basic,様・さま,37a6bdc3953f9785103618ffd74e7850050b63684ac0624d91109f30468df74b,create_new_canonical_candidate,,primary,A suffix (originally meaning 'appearance') that indicates the speaker's/writer's politeness towards someone.
Basic,毎・まい,8c0e75a33c30e2691ff62a375d8053c2549324265a43d559f50465ca56aae279,create_new_canonical_candidate,,primary,A prefix which means ‘every (unit of time)’.
Basic,知る・しる,ecf3a432aa605ae189e170c8740bdf57d7d00b103cf188320a89bc858871dc53,create_new_canonical_candidate,,primary,Someone gets information from some outside source.
Basic,聞こえる・きこえる,fbc8e01100ab93e296e22ffb21b7181d893bd32b7403f59bf5e43f81d4d7bbaf,create_new_canonical_candidate,,primary,Something is passively and spontaneously audiable.
Basic,自分・じぶん (1),a796f893bbb9641f611924b8c87002a110347f7f42601fbceb08f58c9ce62c99,create_new_canonical_candidate,,primary,A reflexive pronoun that refers (back) to a human subject with whom the speaker is empathising.
Basic,自分・じぶん (2),c384c0c565ea4b699d39750060e8f0b07247b47293e816c088ba3b9a33716da3,create_new_canonical_candidate,,primary,"A reflexive pronoun that refers (back) to a human subject, the referent of which is contrasted with someone else."
Basic,要る・いる (3),1ecb2aca21da952378cb061d20f77ad794bfa9c9a2c9a27e94fe9cd515d4bacf,create_new_canonical_candidate,,primary,"Someone, something needs something"
Basic,見える・みえる,8a1e7fce49350339a0426cd64d73aeb987b642acb42d19164cd6a4a52a386408,create_new_canonical_candidate,,primary,Someone or something is passively/spontaneously visible.
Intermediate,（の）上で,d8983c33857ce1ea171cefacde2b7289535bb8595a2615c6b4e3f5a53edf14cc,create_new_canonical_candidate,,primary,A compound particle that is used to express a preparatory action for a relatively important action.
Intermediate,（の）代わりに,1a1503c439bd1ddc185850145f637a31a990aa9d59b64de41509be849918de77,create_new_canonical_candidate,,primary,"An action/state that is expressed in the subordinate clause is balanced by another action/state expressed in the main clause, or something/someone that is replaced by something/someone else."
Intermediate,~ばかりか~（さえ）,05804efc621df203d488edfcf82ff34855991d48150a1c776e40d5d599760a07,create_new_canonical_candidate,,primary,"A compound particle/conjunction which is used to connect two nouns or two sentences, the first of which is something normally expected and the second of which is something normally unexpected."
Intermediate,Imperative,52389fc692e62eaea1b4eb22001a2bc8e5227e5dbac1659502897851fe9d5834,create_new_canonical_candidate,,primary,Verb forms which indicate commands or requests.
Intermediate,Relative Clause,ca0eced7d52db0758e25774d3ccc57780720a62ac0d01bfdc906ddff6f69277e,create_new_canonical_candidate,,primary,
Intermediate,Rhetorical Question,ee19f0a4aa4a940ae7e1180f30a0415cca735dec8b26e10de71b688f4ce9782c,create_new_canonical_candidate,,primary,A question which functions as a forceful statement with no expected response.
Intermediate,Vmasu,b693240dda6954ef9643f43b875aa9d695b71ebc7213125c42d0cead2b68b641,create_new_canonical_candidate,,primary,"A continuative form of a verb which means ""V and...""."
Intermediate,Vmasu as a Noun,aff3dfd61437616efca60acff9ef6a2a3d89b71e5412f868e1b4e29d584d6312,create_new_canonical_candidate,,primary,Vます used as a regular noun.
Intermediate,あまり,2d0ddd5f8c0a6d9579602a02e831f85cea94299861dda006c57975dac618f117,create_new_canonical_candidate,,primary,A conjunction which marks a cause that involves excessive action.
Intermediate,いかにも,b8af0f7a16781e919049cf8828dee89bba6dedd6f0c939164dab9a3c55f1752a,create_new_canonical_candidate,,primary,An adverb that indicates the speaker/writer's emotive conviction.
